client,service,transaction_type,activity_date,amount
EcoFusion Energy,Custody,Inquiry,2022-08-05,0
EcoFusion Energy,Custody,Reconciliation,2022-04-27,974
EcoFusion Energy,Custody,Reconciliation,2019-12-17,684
EcoFusion Energy,Custody,Contract Renewal,2023-09-22,956
EcoFusion Energy,Custody,Trade Execution,2023-08-18,894
EcoFusion Energy,Hedge Fund Services,Trade Execution,2019-06-16,56
EcoFusion Energy,Hedge Fund Services,Onboarding,2022-08-26,225
EcoFusion Energy,Hedge Fund Services,FX Transaction,2022-06-19,664
EcoFusion Energy,Hedge Fund Services,Trade Execution,2021-10-16,920
EcoFusion Energy,Hedge Fund Services,Inquiry,2020-08-16,0
EcoFusion Energy,Hedge Fund Services,Onboarding,2021-09-16,260
EcoFusion Energy,Hedge Fund Services,FX Transaction,2020-09-01,474
EcoFusion Energy,Hedge Fund Services,Cash Settlement,2022-11-11,71
EcoFusion Energy,Hedge Fund Services,Reconciliation,2021-06-19,435
EcoFusion Energy,Hedge Fund Services,Corporate Action,2021-08-09,218
EcoFusion Energy,Hedge Fund Services,Contract Renewal,2022-05-27,157
EcoFusion Energy,Hedge Fund Services,Contract Renewal,2023-10-31,745
EcoFusion Energy,Hedge Fund Services,Contract Renewal,2023-02-12,891
EcoFusion Energy,Hedge Fund Services,Contract Renewal,2021-03-27,143
EcoFusion Energy,Trade Settlements,Contract Renewal,2021-11-20,585
EcoFusion Energy,Trade Settlements,Cash Settlement,2020-10-15,257
EcoFusion Energy,Trade Settlements,Corporate Action,2019-09-08,283
EcoFusion Energy,Trade Settlements,Corporate Action,2020-05-22,154
EcoFusion Energy,Trade Settlements,Cash Settlement,2019-04-14,307
EcoFusion Energy,Trade Settlements,FX Transaction,2023-11-05,640
EcoFusion Energy,Trade Settlements,FX Transaction,2020-05-23,995
EcoFusion Energy,Trade Settlements,Reconciliation,2023-07-25,345
EcoFusion Energy,Trade Settlements,Contract Renewal,2020-01-24,791
EcoFusion Energy,Trade Settlements,Reconciliation,2021-10-17,537
EcoFusion Energy,Trade Settlements,Corporate Action,2021-10-18,910
EcoFusion Energy,Trade Settlements,Onboarding,2021-10-15,33
EcoFusion Energy,Trade Settlements,Cash Settlement,2021-03-16,527
EcoFusion Energy,Trade Settlements,Corporate Action,2020-05-08,230
EcoFusion Energy,Equity and Fixed Income,Contract Renewal,2019-04-10,61
EcoFusion Energy,Equity and Fixed Income,Onboarding,2021-10-10,621
EcoFusion Energy,Equity and Fixed Income,Corporate Action,2020-08-08,559
EcoFusion Energy,Equity and Fixed Income,Trade Execution,2023-10-02,120
EcoFusion Energy,Equity and Fixed Income,FX Transaction,2019-10-02,913
EcoFusion Energy,Equity and Fixed Income,Onboarding,2023-01-29,384
EcoFusion Energy,Equity and Fixed Income,FX Transaction,2021-01-19,56
EcoFusion Energy,Equity and Fixed Income,FX Transaction,2019-04-15,593
EcoFusion Energy,Equity and Fixed Income,Inquiry,2020-02-03,0
EcoFusion Energy,Equity and Fixed Income,Contract Renewal,2022-02-07,305
EcoFusion Energy,Equity and Fixed Income,Cash Settlement,2021-03-02,526
EcoFusion Energy,Equity and Fixed Income,Corporate Action,2023-04-15,573
EcoFusion Energy,Equity and Fixed Income,Onboarding,2023-08-18,648
EcoFusion Energy,Equity and Fixed Income,Cash Settlement,2019-09-21,109
BlueSky Innovations,Digital Assets,FX Transaction,2021-02-03,823
BlueSky Innovations,Digital Assets,Contract Renewal,2022-02-16,971
BlueSky Innovations,Digital Assets,Contract Renewal,2023-03-27,157
BlueSky Innovations,Digital Assets,Contract Termination,2022-05-18,531
BlueSky Innovations,Digital Assets,FX Transaction,2021-10-21,51
BlueSky Innovations,Digital Assets,Trade Execution,2019-03-21,150
BlueSky Innovations,Digital Assets,Contract Renewal,2023-07-05,495
BlueSky Innovations,Digital Assets,Inquiry,2021-07-24,0
BlueSky Innovations,Digital Assets,Reconciliation,2022-05-26,924
BlueSky Innovations,Digital Assets,Inquiry,2019-10-14,0
BlueSky Innovations,Digital Assets,Contract Renewal,2022-06-09,336
BlueSky Innovations,Digital Assets,Reconciliation,2021-03-15,641
BlueSky Innovations,Digital Assets,Onboarding,2022-04-30,354
BlueSky Innovations,Digital Assets,Inquiry,2023-08-24,0
BlueSky Innovations,Currency Management,Inquiry,2021-12-26,0
BlueSky Innovations,Currency Management,Corporate Action,2022-12-22,586
BlueSky Innovations,Currency Management,Onboarding,2021-08-30,845
BlueSky Innovations,Currency Management,Trade Execution,2021-01-24,349
BlueSky Innovations,Currency Management,Cash Settlement,2021-05-03,607
BlueSky Innovations,Currency Management,Onboarding,2023-06-20,930
BlueSky Innovations,Currency Management,Trade Execution,2022-05-07,495
BlueSky Innovations,Currency Management,Onboarding,2022-09-04,811
BlueSky Innovations,Currency Management,Contract Termination,2023-01-17,62
BlueSky Innovations,Currency Management,Corporate Action,2019-12-16,546
BlueSky Innovations,Currency Management,FX Transaction,2019-10-30,851
BlueSky Innovations,Currency Management,Contract Termination,2019-03-06,596
BlueSky Innovations,Currency Management,Cash Settlement,2020-01-26,29
BlueSky Innovations,Currency Management,Corporate Action,2020-10-04,438
BlueSky Innovations,Multi Asset Class Sol,Reconciliation,2021-04-25,717
BlueSky Innovations,Multi Asset Class Sol,Contract Termination,2021-04-20,523
BlueSky Innovations,Multi Asset Class Sol,Corporate Action,2023-11-23,878
BlueSky Innovations,Multi Asset Class Sol,Trade Execution,2022-12-16,151
BlueSky Innovations,Multi Asset Class Sol,Inquiry,2020-02-29,0
BlueSky Innovations,Multi Asset Class Sol,Inquiry,2020-10-27,0
BlueSky Innovations,Multi Asset Class Sol,Corporate Action,2021-12-12,395
BlueSky Innovations,Multi Asset Class Sol,Contract Renewal,2019-12-21,480
BlueSky Innovations,Multi Asset Class Sol,Inquiry,2020-12-02,0
BlueSky Innovations,Multi Asset Class Sol,Inquiry,2020-12-26,0
BlueSky Innovations,Multi Asset Class Sol,Onboarding,2022-06-03,505
BlueSky Innovations,Multi Asset Class Sol,Contract Termination,2020-05-19,295
BlueSky Innovations,Multi Asset Class Sol,Inquiry,2020-09-03,0
BlueSky Innovations,Multi Asset Class Sol,Contract Termination,2020-09-01,799
BlueSky Innovations,Security Finances,Onboarding,2022-12-14,222
BlueSky Innovations,Security Finances,Corporate Action,2020-10-11,501
BlueSky Innovations,Security Finances,Contract Renewal,2022-02-21,966
BlueSky Innovations,Security Finances,Onboarding,2020-08-12,134
BlueSky Innovations,Security Finances,Inquiry,2021-02-16,0
BlueSky Innovations,Security Finances,FX Transaction,2023-08-04,363
BlueSky Innovations,Security Finances,Reconciliation,2020-08-17,53
BlueSky Innovations,Security Finances,Onboarding,2023-01-02,90
BlueSky Innovations,Security Finances,Contract Renewal,2021-06-24,681
BlueSky Innovations,Security Finances,Onboarding,2023-03-11,500
BlueSky Innovations,Security Finances,Contract Termination,2020-02-18,857
BlueSky Innovations,Security Finances,Inquiry,2020-07-09,0
BlueSky Innovations,Security Finances,Inquiry,2022-11-26,0
BlueSky Innovations,Security Finances,Onboarding,2019-10-09,121
BlueSky Innovations,Trade Settlements,Contract Termination,2020-05-11,61
BlueSky Innovations,Trade Settlements,Inquiry,2020-04-07,0
BlueSky Innovations,Trade Settlements,Contract Termination,2019-04-18,112
BlueSky Innovations,Trade Settlements,FX Transaction,2020-11-07,744
BlueSky Innovations,Trade Settlements,Corporate Action,2019-07-25,707
BlueSky Innovations,Trade Settlements,Reconciliation,2019-01-11,997
BlueSky Innovations,Trade Settlements,Inquiry,2019-11-20,0
BlueSky Innovations,Trade Settlements,FX Transaction,2022-08-30,967
BlueSky Innovations,Trade Settlements,Corporate Action,2021-09-04,676
BlueSky Innovations,Trade Settlements,Contract Termination,2023-03-29,997
BlueSky Innovations,Trade Settlements,Onboarding,2020-10-19,302
BlueSky Innovations,Trade Settlements,Trade Execution,2023-04-24,101
BlueSky Innovations,Trade Settlements,Contract Termination,2021-12-31,766
BlueSky Innovations,Trade Settlements,Trade Execution,2019-12-25,437
BlueSky Innovations,Hedge Fund Services,Reconciliation,2019-03-16,866
BlueSky Innovations,Hedge Fund Services,FX Transaction,2023-06-02,517
BlueSky Innovations,Hedge Fund Services,Reconciliation,2023-03-14,995
BlueSky Innovations,Hedge Fund Services,Onboarding,2023-12-01,48
BlueSky Innovations,Hedge Fund Services,Trade Execution,2020-09-03,591
BlueSky Innovations,Hedge Fund Services,Cash Settlement,2020-11-17,301
BlueSky Innovations,Hedge Fund Services,Corporate Action,2022-08-06,566
BlueSky Innovations,Hedge Fund Services,Inquiry,2021-10-08,0
BlueSky Innovations,Hedge Fund Services,Reconciliation,2023-10-09,526
BlueSky Innovations,Hedge Fund Services,Corporate Action,2020-07-12,207
BlueSky Innovations,Hedge Fund Services,Cash Settlement,2020-11-08,176
BlueSky Innovations,Hedge Fund Services,Corporate Action,2022-08-20,273
BlueSky Innovations,Hedge Fund Services,Reconciliation,2019-01-29,764
BlueSky Innovations,Hedge Fund Services,Contract Renewal,2023-06-08,312
BlueSky Innovations,Advisory Services,Contract Termination,2019-12-26,635
BlueSky Innovations,Advisory Services,FX Transaction,2023-08-21,447
BlueSky Innovations,Advisory Services,Inquiry,2020-11-02,0
BlueSky Innovations,Advisory Services,Cash Settlement,2021-03-31,695
BlueSky Innovations,Advisory Services,Cash Settlement,2020-01-14,153
BlueSky Innovations,Advisory Services,Corporate Action,2020-10-24,968
BlueSky Innovations,Advisory Services,Contract Termination,2019-01-14,277
BlueSky Innovations,Advisory Services,FX Transaction,2020-04-27,467
BlueSky Innovations,Advisory Services,Onboarding,2020-11-06,319
BlueSky Innovations,Advisory Services,Trade Execution,2020-06-19,679
BlueSky Innovations,Advisory Services,Contract Renewal,2022-11-19,251
BlueSky Innovations,Advisory Services,Trade Execution,2022-09-29,131
BlueSky Innovations,Advisory Services,Corporate Action,2020-09-20,173
BlueSky Innovations,Advisory Services,FX Transaction,2022-11-06,524
BlueSky Innovations,Equity and Fixed Income,Onboarding,2022-11-14,130
BlueSky Innovations,Equity and Fixed Income,Onboarding,2021-01-22,639
BlueSky Innovations,Equity and Fixed Income,Contract Termination,2020-03-24,990
BlueSky Innovations,Equity and Fixed Income,Reconciliation,2021-09-06,166
BlueSky Innovations,Equity and Fixed Income,Corporate Action,2023-03-12,630
BlueSky Innovations,Equity and Fixed Income,Contract Renewal,2021-05-01,728
BlueSky Innovations,Equity and Fixed Income,Inquiry,2021-08-22,0
BlueSky Innovations,Equity and Fixed Income,Inquiry,2023-07-01,0
BlueSky Innovations,Equity and Fixed Income,Contract Termination,2023-04-10,263
BlueSky Innovations,Equity and Fixed Income,Cash Settlement,2021-12-12,467
BlueSky Innovations,Equity and Fixed Income,Inquiry,2022-12-12,0
BlueSky Innovations,Equity and Fixed Income,Contract Renewal,2019-06-09,949
BlueSky Innovations,Equity and Fixed Income,Cash Settlement,2019-05-07,858
BlueSky Innovations,Equity and Fixed Income,Inquiry,2021-11-01,0
Phoenix Ventures,Equity and Fixed Income,Contract Termination,2022-03-18,559
Phoenix Ventures,Equity and Fixed Income,Reconciliation,2019-12-03,345
Phoenix Ventures,Equity and Fixed Income,Inquiry,2021-06-23,0
Phoenix Ventures,Equity and Fixed Income,Cash Settlement,2022-10-25,220
Phoenix Ventures,Equity and Fixed Income,Corporate Action,2019-07-06,930
Phoenix Ventures,Equity and Fixed Income,Inquiry,2021-07-01,0
Phoenix Ventures,Equity and Fixed Income,Trade Execution,2021-07-17,145
Phoenix Ventures,Equity and Fixed Income,Inquiry,2021-04-30,0
Phoenix Ventures,Equity and Fixed Income,Corporate Action,2022-02-28,69
Phoenix Ventures,Equity and Fixed Income,Inquiry,2021-08-04,0
Phoenix Ventures,Equity and Fixed Income,Onboarding,2023-01-21,32
Phoenix Ventures,Equity and Fixed Income,FX Transaction,2020-06-05,846
Phoenix Ventures,Equity and Fixed Income,Trade Execution,2023-03-08,233
Phoenix Ventures,Equity and Fixed Income,Cash Settlement,2019-04-03,443
Phoenix Ventures,Security Finances,Contract Renewal,2022-12-05,75
Phoenix Ventures,Security Finances,Inquiry,2019-05-04,0
Phoenix Ventures,Security Finances,Cash Settlement,2021-08-24,42
Phoenix Ventures,Security Finances,Onboarding,2021-04-17,194
Phoenix Ventures,Security Finances,Reconciliation,2023-04-18,666
Phoenix Ventures,Security Finances,FX Transaction,2021-02-05,922
Phoenix Ventures,Security Finances,FX Transaction,2021-07-07,900
Phoenix Ventures,Security Finances,FX Transaction,2021-02-08,92
Phoenix Ventures,Security Finances,Inquiry,2019-09-30,0
Phoenix Ventures,Security Finances,Contract Renewal,2019-08-31,192
Phoenix Ventures,Security Finances,Inquiry,2021-03-15,0
Phoenix Ventures,Security Finances,Inquiry,2019-09-18,0
Phoenix Ventures,Security Finances,Contract Termination,2023-09-06,13
Phoenix Ventures,Security Finances,Trade Execution,2020-09-03,484
Phoenix Ventures,Custody,Inquiry,2021-05-18,0
Phoenix Ventures,Custody,Inquiry,2021-02-15,0
Phoenix Ventures,Custody,Contract Termination,2020-05-21,481
Phoenix Ventures,Custody,Contract Renewal,2019-11-14,292
Phoenix Ventures,Custody,Contract Termination,2023-11-28,752
Phoenix Ventures,Custody,Cash Settlement,2019-03-07,838
Phoenix Ventures,Custody,FX Transaction,2022-06-13,794
Phoenix Ventures,Custody,Trade Execution,2020-05-07,221
Phoenix Ventures,Custody,Cash Settlement,2019-07-26,618
Phoenix Ventures,Custody,Trade Execution,2021-07-03,622
Phoenix Ventures,Custody,Trade Execution,2020-05-16,768
Phoenix Ventures,Custody,Trade Execution,2021-04-03,459
Phoenix Ventures,Custody,Contract Termination,2022-01-10,232
Phoenix Ventures,Custody,Trade Execution,2019-10-14,525
Phoenix Ventures,Digital Assets,Onboarding,2020-04-24,845
Phoenix Ventures,Digital Assets,Contract Renewal,2022-03-28,622
Phoenix Ventures,Digital Assets,Contract Renewal,2020-04-30,319
Phoenix Ventures,Digital Assets,Reconciliation,2022-09-14,543
Phoenix Ventures,Digital Assets,Contract Termination,2021-04-26,317
Phoenix Ventures,Digital Assets,Onboarding,2019-05-05,580
Phoenix Ventures,Digital Assets,Reconciliation,2022-07-06,705
Phoenix Ventures,Digital Assets,FX Transaction,2022-02-12,517
Phoenix Ventures,Digital Assets,Trade Execution,2020-12-06,974
Phoenix Ventures,Digital Assets,FX Transaction,2023-05-29,547
Phoenix Ventures,Digital Assets,Contract Renewal,2022-11-27,436
Phoenix Ventures,Digital Assets,FX Transaction,2019-11-02,317
Phoenix Ventures,Digital Assets,FX Transaction,2020-01-12,782
Phoenix Ventures,Digital Assets,Inquiry,2021-08-27,0
Phoenix Ventures,Multi Asset Class Sol,Contract Termination,2023-10-06,240
Phoenix Ventures,Multi Asset Class Sol,Onboarding,2023-10-23,734
Phoenix Ventures,Multi Asset Class Sol,Reconciliation,2023-07-09,484
Phoenix Ventures,Multi Asset Class Sol,Trade Execution,2022-02-25,432
Phoenix Ventures,Multi Asset Class Sol,FX Transaction,2022-02-15,552
Phoenix Ventures,Multi Asset Class Sol,Reconciliation,2021-03-06,258
Phoenix Ventures,Multi Asset Class Sol,Onboarding,2020-02-21,348
Phoenix Ventures,Multi Asset Class Sol,Cash Settlement,2021-07-10,877
Phoenix Ventures,Multi Asset Class Sol,Contract Renewal,2019-07-09,558
Phoenix Ventures,Multi Asset Class Sol,Contract Termination,2019-04-16,284
Phoenix Ventures,Multi Asset Class Sol,FX Transaction,2022-10-11,629
Phoenix Ventures,Multi Asset Class Sol,Trade Execution,2023-11-25,84
Phoenix Ventures,Multi Asset Class Sol,Contract Termination,2023-07-06,789
Phoenix Ventures,Multi Asset Class Sol,Inquiry,2020-03-20,0
Phoenix Ventures,NAV Calculation,Corporate Action,2020-03-03,900
Phoenix Ventures,NAV Calculation,Contract Renewal,2020-09-12,989
Phoenix Ventures,NAV Calculation,Trade Execution,2020-03-09,969
Phoenix Ventures,NAV Calculation,Contract Termination,2023-02-27,130
Phoenix Ventures,NAV Calculation,Corporate Action,2020-05-11,722
Phoenix Ventures,NAV Calculation,Contract Termination,2021-03-23,947
Phoenix Ventures,NAV Calculation,Contract Termination,2022-02-04,339
Phoenix Ventures,NAV Calculation,Onboarding,2021-02-18,487
Phoenix Ventures,NAV Calculation,Inquiry,2022-08-21,0
Phoenix Ventures,NAV Calculation,Contract Renewal,2020-09-23,277
Phoenix Ventures,NAV Calculation,Contract Renewal,2021-11-16,913
Phoenix Ventures,NAV Calculation,Corporate Action,2021-08-12,110
Phoenix Ventures,NAV Calculation,Corporate Action,2023-04-09,869
Phoenix Ventures,NAV Calculation,Contract Renewal,2020-02-21,389
SilverStar Systems,Advisory Services,Contract Renewal,2021-04-27,56
SilverStar Systems,Advisory Services,Contract Termination,2023-02-27,159
SilverStar Systems,Advisory Services,Trade Execution,2020-06-18,576
SilverStar Systems,Advisory Services,FX Transaction,2020-08-27,166
SilverStar Systems,Advisory Services,Contract Termination,2020-11-06,245
SilverStar Systems,Advisory Services,FX Transaction,2022-03-12,863
SilverStar Systems,Advisory Services,Contract Termination,2021-10-19,573
SilverStar Systems,Advisory Services,Contract Renewal,2020-06-11,791
SilverStar Systems,Advisory Services,Corporate Action,2023-01-21,667
SilverStar Systems,Advisory Services,Corporate Action,2021-08-01,182
SilverStar Systems,Advisory Services,Contract Renewal,2019-12-13,153
SilverStar Systems,Advisory Services,Inquiry,2021-09-27,0
SilverStar Systems,Advisory Services,Reconciliation,2023-12-27,565
SilverStar Systems,Advisory Services,Trade Execution,2021-12-09,44
SilverStar Systems,Currency Management,Cash Settlement,2023-08-03,694
SilverStar Systems,Currency Management,Trade Execution,2023-04-15,16
SilverStar Systems,Currency Management,FX Transaction,2019-10-09,872
SilverStar Systems,Currency Management,Contract Termination,2019-05-20,734
SilverStar Systems,Currency Management,Reconciliation,2019-01-19,233
SilverStar Systems,Currency Management,Inquiry,2021-07-22,0
SilverStar Systems,Currency Management,Contract Renewal,2019-05-04,642
SilverStar Systems,Currency Management,Corporate Action,2022-09-12,509
SilverStar Systems,Currency Management,Trade Execution,2019-01-14,554
SilverStar Systems,Currency Management,Inquiry,2021-04-22,0
SilverStar Systems,Currency Management,Trade Execution,2019-02-04,552
SilverStar Systems,Currency Management,Onboarding,2022-01-02,303
SilverStar Systems,Currency Management,Trade Execution,2021-10-25,842
SilverStar Systems,Currency Management,FX Transaction,2023-07-10,972
SilverStar Systems,Digital Assets,Reconciliation,2019-08-08,950
SilverStar Systems,Digital Assets,Cash Settlement,2021-12-09,162
SilverStar Systems,Digital Assets,Contract Termination,2020-01-29,644
SilverStar Systems,Digital Assets,Inquiry,2020-05-31,0
SilverStar Systems,Digital Assets,Contract Renewal,2020-07-01,824
SilverStar Systems,Digital Assets,FX Transaction,2019-06-11,392
SilverStar Systems,Digital Assets,FX Transaction,2021-07-29,588
SilverStar Systems,Digital Assets,Contract Termination,2022-11-28,241
SilverStar Systems,Digital Assets,Onboarding,2022-11-01,857
SilverStar Systems,Digital Assets,Cash Settlement,2022-08-31,888
SilverStar Systems,Digital Assets,Trade Execution,2019-07-11,425
SilverStar Systems,Digital Assets,FX Transaction,2021-02-11,575
SilverStar Systems,Digital Assets,Corporate Action,2019-04-25,662
SilverStar Systems,Digital Assets,Trade Execution,2022-12-10,185
SilverStar Systems,Multi Asset Class Sol,Cash Settlement,2021-10-20,875
SilverStar Systems,Multi Asset Class Sol,FX Transaction,2022-08-13,813
SilverStar Systems,Multi Asset Class Sol,Contract Renewal,2022-03-04,888
SilverStar Systems,Multi Asset Class Sol,Cash Settlement,2021-12-17,951
SilverStar Systems,Multi Asset Class Sol,Trade Execution,2020-04-15,226
SilverStar Systems,Multi Asset Class Sol,Corporate Action,2020-07-09,57
SilverStar Systems,Multi Asset Class Sol,Cash Settlement,2022-11-02,957
SilverStar Systems,Multi Asset Class Sol,Onboarding,2022-01-17,587
SilverStar Systems,Multi Asset Class Sol,Trade Execution,2020-01-03,961
SilverStar Systems,Multi Asset Class Sol,Contract Renewal,2019-02-02,994
SilverStar Systems,Multi Asset Class Sol,Contract Termination,2022-04-17,157
SilverStar Systems,Multi Asset Class Sol,FX Transaction,2019-06-07,316
SilverStar Systems,Multi Asset Class Sol,Reconciliation,2022-02-28,256
SilverStar Systems,Multi Asset Class Sol,FX Transaction,2022-10-18,928
Nexus Enterprises,Advisory Services,Inquiry,2020-11-10,0
Nexus Enterprises,Advisory Services,FX Transaction,2023-03-28,767
Nexus Enterprises,Advisory Services,Reconciliation,2023-06-07,715
Nexus Enterprises,Advisory Services,Cash Settlement,2021-10-22,773
Nexus Enterprises,Advisory Services,Contract Renewal,2019-04-20,110
Nexus Enterprises,Advisory Services,FX Transaction,2020-04-20,868
Nexus Enterprises,Advisory Services,Cash Settlement,2020-11-28,629
Nexus Enterprises,Advisory Services,FX Transaction,2023-05-04,344
Nexus Enterprises,Advisory Services,Trade Execution,2022-07-22,289
Nexus Enterprises,Advisory Services,Corporate Action,2021-10-01,243
Nexus Enterprises,Advisory Services,Contract Renewal,2022-02-06,973
Nexus Enterprises,Advisory Services,FX Transaction,2021-06-03,200
Nexus Enterprises,Advisory Services,FX Transaction,2019-06-25,800
Nexus Enterprises,Advisory Services,Onboarding,2023-06-23,262
Nexus Enterprises,Trade Settlements,Cash Settlement,2019-06-18,284
Nexus Enterprises,Trade Settlements,Reconciliation,2021-02-17,738
Nexus Enterprises,Trade Settlements,Reconciliation,2023-02-23,408
Nexus Enterprises,Trade Settlements,Contract Renewal,2021-01-08,119
Nexus Enterprises,Trade Settlements,Cash Settlement,2019-01-11,975
Nexus Enterprises,Trade Settlements,Onboarding,2021-06-29,378
Nexus Enterprises,Trade Settlements,Onboarding,2019-07-29,145
Nexus Enterprises,Trade Settlements,Cash Settlement,2020-01-19,451
Nexus Enterprises,Trade Settlements,Corporate Action,2022-02-14,578
Nexus Enterprises,Trade Settlements,Inquiry,2021-04-15,0
Nexus Enterprises,Trade Settlements,Cash Settlement,2019-02-23,101
Nexus Enterprises,Trade Settlements,Contract Renewal,2022-02-09,105
Nexus Enterprises,Trade Settlements,Contract Renewal,2023-11-04,404
Nexus Enterprises,Trade Settlements,Trade Execution,2020-08-20,433
Nexus Enterprises,Custody,FX Transaction,2023-05-15,96
Nexus Enterprises,Custody,Inquiry,2020-05-12,0
Nexus Enterprises,Custody,Inquiry,2019-12-14,0
Nexus Enterprises,Custody,FX Transaction,2019-12-14,152
Nexus Enterprises,Custody,Onboarding,2020-09-08,284
Nexus Enterprises,Custody,Corporate Action,2019-10-26,74
Nexus Enterprises,Custody,Reconciliation,2021-06-09,292
Nexus Enterprises,Custody,FX Transaction,2020-09-05,505
Nexus Enterprises,Custody,Cash Settlement,2021-01-09,267
Nexus Enterprises,Custody,Contract Termination,2023-01-16,650
Nexus Enterprises,Custody,Corporate Action,2022-05-01,641
Nexus Enterprises,Custody,Contract Termination,2021-07-26,119
Nexus Enterprises,Custody,Reconciliation,2020-09-15,16
Nexus Enterprises,Custody,FX Transaction,2020-11-11,871
Horizon Technologies,Digital Assets,FX Transaction,2023-07-05,892
Horizon Technologies,Digital Assets,Contract Renewal,2021-06-20,352
Horizon Technologies,Digital Assets,FX Transaction,2023-07-29,853
Horizon Technologies,Digital Assets,Reconciliation,2020-09-07,338
Horizon Technologies,Digital Assets,Contract Termination,2021-09-08,331
Horizon Technologies,Digital Assets,Reconciliation,2021-03-26,336
Horizon Technologies,Digital Assets,Onboarding,2023-02-14,721
Horizon Technologies,Digital Assets,Corporate Action,2022-03-25,810
Horizon Technologies,Digital Assets,Contract Termination,2020-10-29,395
Horizon Technologies,Digital Assets,Onboarding,2023-07-31,814
Horizon Technologies,Digital Assets,FX Transaction,2021-01-17,126
Horizon Technologies,Digital Assets,Contract Termination,2022-04-27,568
Horizon Technologies,Digital Assets,Reconciliation,2022-10-28,796
Horizon Technologies,Digital Assets,Inquiry,2019-02-25,0
Horizon Technologies,Advisory Services,Corporate Action,2022-12-21,224
Horizon Technologies,Advisory Services,Corporate Action,2023-06-22,308
Horizon Technologies,Advisory Services,Cash Settlement,2023-08-05,878
Horizon Technologies,Advisory Services,FX Transaction,2022-10-10,521
Horizon Technologies,Advisory Services,Reconciliation,2022-07-21,320
Horizon Technologies,Advisory Services,Contract Termination,2020-06-01,684
Horizon Technologies,Advisory Services,Reconciliation,2023-01-04,443
Horizon Technologies,Advisory Services,FX Transaction,2019-06-01,469
Horizon Technologies,Advisory Services,Corporate Action,2022-04-07,420
Horizon Technologies,Advisory Services,Inquiry,2021-11-03,0
Horizon Technologies,Advisory Services,FX Transaction,2022-01-18,47
Horizon Technologies,Advisory Services,Contract Renewal,2022-12-07,926
Horizon Technologies,Advisory Services,Inquiry,2022-05-01,0
Horizon Technologies,Advisory Services,Cash Settlement,2019-08-12,797
Horizon Technologies,NAV Calculation,Contract Termination,2022-09-08,690
Horizon Technologies,NAV Calculation,Contract Renewal,2019-12-07,672
Horizon Technologies,NAV Calculation,Trade Execution,2022-02-27,670
Horizon Technologies,NAV Calculation,FX Transaction,2023-03-22,349
Horizon Technologies,NAV Calculation,FX Transaction,2019-08-05,20
Horizon Technologies,NAV Calculation,Cash Settlement,2020-06-13,237
Horizon Technologies,NAV Calculation,Inquiry,2023-03-10,0
Horizon Technologies,NAV Calculation,Inquiry,2022-02-16,0
Horizon Technologies,NAV Calculation,Contract Termination,2021-07-01,393
Horizon Technologies,NAV Calculation,FX Transaction,2021-08-06,800
Horizon Technologies,NAV Calculation,Inquiry,2019-11-05,0
Horizon Technologies,NAV Calculation,Contract Renewal,2019-02-20,504
Horizon Technologies,NAV Calculation,Cash Settlement,2020-08-28,435
Horizon Technologies,NAV Calculation,Cash Settlement,2019-08-26,861
Horizon Technologies,Hedge Fund Services,Reconciliation,2020-12-14,329
Horizon Technologies,Hedge Fund Services,Contract Renewal,2021-07-21,813
Horizon Technologies,Hedge Fund Services,Contract Termination,2021-12-03,504
Horizon Technologies,Hedge Fund Services,Contract Renewal,2021-09-02,109
Horizon Technologies,Hedge Fund Services,Corporate Action,2023-01-18,723
Horizon Technologies,Hedge Fund Services,Corporate Action,2020-10-15,78
Horizon Technologies,Hedge Fund Services,Onboarding,2019-04-02,839
Horizon Technologies,Hedge Fund Services,Cash Settlement,2019-02-16,879
Horizon Technologies,Hedge Fund Services,Contract Renewal,2022-08-20,121
Horizon Technologies,Hedge Fund Services,Reconciliation,2023-02-25,259
Horizon Technologies,Hedge Fund Services,Inquiry,2019-12-24,0
Horizon Technologies,Hedge Fund Services,Inquiry,2019-11-24,0
Horizon Technologies,Hedge Fund Services,Contract Renewal,2022-02-20,446
Horizon Technologies,Hedge Fund Services,Corporate Action,2020-04-19,826
Horizon Technologies,Equity and Fixed Income,FX Transaction,2022-07-13,198
Horizon Technologies,Equity and Fixed Income,Reconciliation,2022-08-04,683
Horizon Technologies,Equity and Fixed Income,FX Transaction,2021-03-21,39
Horizon Technologies,Equity and Fixed Income,Contract Termination,2021-07-09,616
Horizon Technologies,Equity and Fixed Income,FX Transaction,2021-03-07,14
Horizon Technologies,Equity and Fixed Income,Contract Termination,2020-02-26,295
Horizon Technologies,Equity and Fixed Income,Cash Settlement,2022-03-28,114
Horizon Technologies,Equity and Fixed Income,Inquiry,2020-01-18,0
Horizon Technologies,Equity and Fixed Income,Contract Renewal,2020-10-29,211
Horizon Technologies,Equity and Fixed Income,Corporate Action,2019-08-22,278
Horizon Technologies,Equity and Fixed Income,Corporate Action,2021-12-16,999
Horizon Technologies,Equity and Fixed Income,Contract Renewal,2022-05-07,407
Horizon Technologies,Equity and Fixed Income,FX Transaction,2022-04-17,126
Horizon Technologies,Equity and Fixed Income,Contract Renewal,2020-12-21,875
Horizon Technologies,Trade Settlements,Corporate Action,2022-06-18,186
Horizon Technologies,Trade Settlements,Onboarding,2022-06-12,614
