client,year,service,roi,cost,feedback
Phoenix Ventures,2018,Equity and Fixed Income,3,52.30656261903745,3
Phoenix Ventures,2018,Equity and Fixed Income,97,50,5
Phoenix Ventures,2018,Trade Settlements,41,86.92142817277883,5
Phoenix Ventures,2018,Hedge Fund Services,84,50,1
Phoenix Ventures,2019,NAV Calculation,8,64.01440555335105,3
Phoenix Ventures,2019,Equity and Fixed Income,22,54.476005368126266,2
Phoenix Ventures,2019,Hedge Fund Services,82,50,2
Phoenix Ventures,2019,Custody,43,50,5
Phoenix Ventures,2020,Multi Asset Class Sol,81,90.00628581383056,3
Phoenix Ventures,2021,Multi Asset Class Sol,87,55.88136886437071,3
Phoenix Ventures,2022,Currency Management,21,50,5
Phoenix Ventures,2022,Digital Assets,66,78.31732543625446,2
Phoenix Ventures,2022,Advisory Services,84,50,2
Phoenix Ventures,2022,NAV Calculation,88,60.30470862073171,5
Phoenix Ventures,2022,Security Finances,36,50,5
Phoenix Ventures,2022,Advisory Services,33,61.91371393160019,5
SilverStar Systems,2010,Advisory Services,19,50.87334953352099,5
SilverStar Systems,2010,Advisory Services,72,85.16531918426107,5
SilverStar Systems,2010,Hedge Fund Services,22,99.00655898387342,5
SilverStar Systems,2010,Trade Settlements,25,50,5
SilverStar Systems,2010,Currency Management,80,50,3
SilverStar Systems,2010,NAV Calculation,87,50,4
SilverStar Systems,2011,Currency Management,56,97.84876098601278,1
SilverStar Systems,2011,Currency Management,81,74.63491624153663,5
SilverStar Systems,2011,Trade Settlements,97,92.53911313034953,2
SilverStar Systems,2011,Currency Management,46,50,5
SilverStar Systems,2011,Currency Management,59,50,1
SilverStar Systems,2011,Currency Management,94,93.06335189521575,5
SilverStar Systems,2011,Digital Assets,34,78.46258290630223,1
SilverStar Systems,2011,Advisory Services,93,50,4
SilverStar Systems,2011,Digital Assets,14,59.52868336185533,5
SilverStar Systems,2011,Digital Assets,70,50,1
SilverStar Systems,2012,NAV Calculation,76,100,2
SilverStar Systems,2013,Digital Assets,67,100,3
SilverStar Systems,2014,Digital Assets,63,100,2
SilverStar Systems,2014,Multi Asset Class Sol,68,87.86002875067572,5
SilverStar Systems,2015,Security Finances,77,100,2
SilverStar Systems,2015,Advisory Services,55,84.33422902347101,3
SilverStar Systems,2015,Digital Assets,11,97.06543838138298,4
SilverStar Systems,2015,Hedge Fund Services,23,59.97043671874026,2
SilverStar Systems,2016,Custody,7,67.70514225302149,2
SilverStar Systems,2016,Multi Asset Class Sol,56,50,4
SilverStar Systems,2016,Equity and Fixed Income,79,100,4
SilverStar Systems,2016,Advisory Services,86,58.05042642326686,2
SilverStar Systems,2016,NAV Calculation,25,62.642461281430286,4
SilverStar Systems,2016,Trade Settlements,87,50,5
SilverStar Systems,2016,Equity and Fixed Income,36,77.44090099696339,2
SilverStar Systems,2017,Trade Settlements,99,50,5
SilverStar Systems,2017,Multi Asset Class Sol,18,91.86425992632736,5
SilverStar Systems,2017,Advisory Services,73,50,3
SilverStar Systems,2017,Security Finances,76,92.78278921769746,2
SilverStar Systems,2017,Trade Settlements,80,85.01900737063085,5
SilverStar Systems,2017,Security Finances,5,70.18475622736517,5
SilverStar Systems,2017,Trade Settlements,39,100,1
SilverStar Systems,2017,Digital Assets,35,70.05664683332846,5
SilverStar Systems,2017,Digital Assets,88,100,4
SilverStar Systems,2018,Equity and Fixed Income,67,50,4
SilverStar Systems,2019,Digital Assets,36,50,5
SilverStar Systems,2019,Currency Management,67,52.79973708414923,3
SilverStar Systems,2019,NAV Calculation,28,50,1
SilverStar Systems,2019,Digital Assets,33,65.28013068716037,1
SilverStar Systems,2019,Equity and Fixed Income,42,50,2
SilverStar Systems,2019,Custody,91,66.90896181768704,5
SilverStar Systems,2020,Trade Settlements,20,50,5
SilverStar Systems,2020,Trade Settlements,64,100,2
SilverStar Systems,2020,Equity and Fixed Income,92,100,4
SilverStar Systems,2020,Hedge Fund Services,35,58.14044194081664,2
SilverStar Systems,2020,Hedge Fund Services,73,50,1
SilverStar Systems,2020,Hedge Fund Services,15,50,1
SilverStar Systems,2020,NAV Calculation,82,50,5
SilverStar Systems,2020,Advisory Services,12,100,5
SilverStar Systems,2020,Security Finances,39,82.83654519288277,3
SilverStar Systems,2020,Custody,82,100,1
SilverStar Systems,2021,Digital Assets,50,68.20973124203415,1
SilverStar Systems,2021,Custody,24,50,4
SilverStar Systems,2022,Trade Settlements,2,50,4
SilverStar Systems,2022,Currency Management,16,82.67677892591318,1
SilverStar Systems,2022,Security Finances,43,50,2
SilverStar Systems,2022,Hedge Fund Services,11,84.13716221199722,2
SilverStar Systems,2022,Advisory Services,50,50,1
SilverStar Systems,2022,Digital Assets,31,93.5215339662313,4
SilverStar Systems,2022,Custody,83,82.04857597095494,1
SilverStar Systems,2022,Trade Settlements,40,91.95852560903745,5
SilverStar Systems,2022,Digital Assets,36,50.83300900556795,1
SilverStar Systems,2022,Equity and Fixed Income,18,100,3
Nexus Enterprises,2010,Multi Asset Class Sol,34,100,5
Nexus Enterprises,2010,Currency Management,57,50,4
Nexus Enterprises,2010,NAV Calculation,20,100,5
Nexus Enterprises,2010,Security Finances,9,100,2
Nexus Enterprises,2010,Digital Assets,55,100,3
Nexus Enterprises,2010,Digital Assets,66,100,4
Nexus Enterprises,2010,Digital Assets,35,50,4
Nexus Enterprises,2010,Security Finances,18,100,3
Nexus Enterprises,2010,NAV Calculation,6,84.66928100154773,4
Nexus Enterprises,2010,Security Finances,2,50,1
Nexus Enterprises,2011,Digital Assets,90,51.608177900126535,2
Nexus Enterprises,2011,Trade Settlements,7,89.42447485378672,4
Nexus Enterprises,2011,NAV Calculation,25,77.20056688139518,2
Nexus Enterprises,2011,Currency Management,78,50,4
Nexus Enterprises,2011,NAV Calculation,64,50,2
Nexus Enterprises,2011,Security Finances,82,50,2
Nexus Enterprises,2012,Trade Settlements,53,96.4045995833906,1
Nexus Enterprises,2012,Digital Assets,54,50,4
Nexus Enterprises,2012,Digital Assets,88,50,5
Nexus Enterprises,2012,Multi Asset Class Sol,60,50,5
Nexus Enterprises,2012,Trade Settlements,43,65.25450397982911,3
Nexus Enterprises,2012,Equity and Fixed Income,95,50,2
Nexus Enterprises,2012,Equity and Fixed Income,17,96.42229487721609,5
Nexus Enterprises,2012,Currency Management,35,93.77343329666313,2
Nexus Enterprises,2012,Trade Settlements,9,50,5
Nexus Enterprises,2013,Hedge Fund Services,50,100,3
Nexus Enterprises,2013,Digital Assets,68,53.64833696292136,1
Nexus Enterprises,2013,Hedge Fund Services,59,50,2
Nexus Enterprises,2013,Security Finances,71,100,1
Nexus Enterprises,2013,Security Finances,95,88.25026232197602,1
Nexus Enterprises,2014,Custody,91,100,5
Nexus Enterprises,2014,Equity and Fixed Income,28,100,1
Nexus Enterprises,2015,Advisory Services,34,100,5
Nexus Enterprises,2015,NAV Calculation,53,78.97446995286191,3
Nexus Enterprises,2015,NAV Calculation,35,100,1
Nexus Enterprises,2015,Advisory Services,13,100,1
Nexus Enterprises,2015,Currency Management,46,92.15867652017491,5
Nexus Enterprises,2016,Multi Asset Class Sol,84,100,4
Nexus Enterprises,2016,Custody,61,61.15116845397448,4
Nexus Enterprises,2016,NAV Calculation,23,100,3
Nexus Enterprises,2016,Custody,24,74.13146493506467,5
Nexus Enterprises,2016,Multi Asset Class Sol,21,100,4
Nexus Enterprises,2017,Custody,43,100,1
Nexus Enterprises,2017,NAV Calculation,32,100,1
Nexus Enterprises,2017,Security Finances,91,100,3
Nexus Enterprises,2017,Digital Assets,41,100,2
Nexus Enterprises,2017,Advisory Services,75,74.82054055736316,2
Nexus Enterprises,2017,Security Finances,72,74.86884761108551,1
Nexus Enterprises,2017,Advisory Services,90,100,2
Nexus Enterprises,2017,Currency Management,70,50,4
Nexus Enterprises,2017,Digital Assets,55,50,4
Nexus Enterprises,2018,NAV Calculation,90,50,2
Nexus Enterprises,2019,Currency Management,48,59.07975828333406,2
Nexus Enterprises,2019,NAV Calculation,45,50,1
Nexus Enterprises,2019,NAV Calculation,99,70.73592366119232,3
Nexus Enterprises,2019,Trade Settlements,10,73.9204516752874,1
Nexus Enterprises,2019,Advisory Services,24,100,4
Nexus Enterprises,2019,Equity and Fixed Income,53,80.46125632402648,3
Nexus Enterprises,2019,NAV Calculation,97,100,1
Nexus Enterprises,2019,Digital Assets,23,55.83570998264787,1
Nexus Enterprises,2019,Equity and Fixed Income,27,100,3
Nexus Enterprises,2019,Multi Asset Class Sol,23,50,5
Nexus Enterprises,2020,NAV Calculation,44,91.5018560458283,1
Nexus Enterprises,2020,Digital Assets,52,50,5
Nexus Enterprises,2020,Advisory Services,84,50,3
Nexus Enterprises,2020,Digital Assets,34,100,4
Nexus Enterprises,2020,Equity and Fixed Income,5,78.15075607401297,2
Nexus Enterprises,2020,Custody,30,100,4
Nexus Enterprises,2020,Trade Settlements,88,50,3
Nexus Enterprises,2020,Digital Assets,17,55.6848075592755,1
Nexus Enterprises,2021,Multi Asset Class Sol,50,50,4
Nexus Enterprises,2021,Digital Assets,78,50,1
Nexus Enterprises,2021,NAV Calculation,47,50,2
Nexus Enterprises,2021,NAV Calculation,44,76.15032665048784,4
Nexus Enterprises,2021,Hedge Fund Services,34,57.92006374875955,1
Nexus Enterprises,2022,Custody,79,85.50947013321792,1
Nexus Enterprises,2022,Equity and Fixed Income,95,100,1
Horizon Technologies,2010,Currency Management,37,61.343257569241835,1
Horizon Technologies,2010,Custody,26,72.39378417924789,1
Horizon Technologies,2010,Equity and Fixed Income,7,100,5
Horizon Technologies,2010,Hedge Fund Services,12,57.23411646241791,5
Horizon Technologies,2010,Hedge Fund Services,37,50,4
Horizon Technologies,2010,Trade Settlements,35,50,1
Horizon Technologies,2010,NAV Calculation,65,100,2
Horizon Technologies,2010,Security Finances,62,57.890680093039386,1
Horizon Technologies,2011,Trade Settlements,74,80.34526495795498,1
Horizon Technologies,2011,Digital Assets,60,92.92109832594235,1
Horizon Technologies,2011,Digital Assets,99,50,4
Horizon Technologies,2011,Digital Assets,5,50,3
Horizon Technologies,2011,Equity and Fixed Income,77,50,2
Horizon Technologies,2011,Equity and Fixed Income,66,75.82133354312131,3
Horizon Technologies,2011,Multi Asset Class Sol,9,100,4
Horizon Technologies,2012,NAV Calculation,93,68.66106801055577,2
Horizon Technologies,2012,Multi Asset Class Sol,73,100,1
Horizon Technologies,2012,Hedge Fund Services,49,100,3
Horizon Technologies,2012,NAV Calculation,88,86.39182044940932,3
Horizon Technologies,2012,Multi Asset Class Sol,18,100,5
Horizon Technologies,2012,Hedge Fund Services,78,100,3
Horizon Technologies,2012,Equity and Fixed Income,52,76.62982897124434,1
Horizon Technologies,2013,Security Finances,44,100,4
Horizon Technologies,2013,Trade Settlements,82,50,1
Horizon Technologies,2013,NAV Calculation,7,100,2
Horizon Technologies,2013,Digital Assets,41,52.36513722529549,4
Horizon Technologies,2013,Security Finances,24,50,3
Horizon Technologies,2013,Security Finances,13,94.24306389109493,1
Horizon Technologies,2013,NAV Calculation,30,100,1
Horizon Technologies,2013,Digital Assets,37,100,1
Horizon Technologies,2013,Multi Asset Class Sol,91,63.628213428278926,4
Horizon Technologies,2013,Advisory Services,92,100,3
Horizon Technologies,2014,Hedge Fund Services,77,50,1
Horizon Technologies,2014,Currency Management,61,82.9346377648424,1
Horizon Technologies,2014,Security Finances,80,76.3443261229591,5
Horizon Technologies,2015,Hedge Fund Services,29,50,2
Horizon Technologies,2015,Advisory Services,49,50,2
Horizon Technologies,2015,Currency Management,67,100,4
Horizon Technologies,2015,Currency Management,65,62.39070063896342,4
Horizon Technologies,2015,Currency Management,24,100,4
Horizon Technologies,2015,Digital Assets,3,50,4
Horizon Technologies,2016,Equity and Fixed Income,43,93.05371819089525,5
Horizon Technologies,2016,Multi Asset Class Sol,10,88.12474980605732,4
Horizon Technologies,2016,Equity and Fixed Income,44,50,4
Horizon Technologies,2017,Custody,36,52.626526978247014,1
Horizon Technologies,2017,Currency Management,28,50,1
Horizon Technologies,2017,Equity and Fixed Income,58,52.822047357955725,2
Horizon Technologies,2017,Currency Management,19,100,4
Horizon Technologies,2017,Custody,85,50,3
Horizon Technologies,2017,NAV Calculation,85,50,4
Horizon Technologies,2017,Digital Assets,10,50,2
Horizon Technologies,2017,Trade Settlements,24,50,4
Horizon Technologies,2017,Advisory Services,10,75.3156581160449,3
Horizon Technologies,2017,Equity and Fixed Income,84,67.11507757681579,4
Horizon Technologies,2018,Security Finances,13,100,5
Horizon Technologies,2018,Custody,31,50,2
Horizon Technologies,2018,Advisory Services,71,50,2
Horizon Technologies,2018,Currency Management,44,94.9374392107328,3
Horizon Technologies,2018,Multi Asset Class Sol,69,76.45466529092947,4
Horizon Technologies,2018,Security Finances,75,50,5
Horizon Technologies,2018,Security Finances,44,100,5
Horizon Technologies,2018,Custody,35,87.22565943541896,2
Horizon Technologies,2018,Equity and Fixed Income,8,100,4
Horizon Technologies,2018,NAV Calculation,56,97.19844747888351,5
Horizon Technologies,2019,Digital Assets,34,50,3
Horizon Technologies,2019,Equity and Fixed Income,89,100,3
Horizon Technologies,2019,Security Finances,35,84.15676837764339,2
Horizon Technologies,2020,Equity and Fixed Income,80,59.383504533871665,4
Horizon Technologies,2020,Advisory Services,1,52.919855775543724,3
Horizon Technologies,2020,Equity and Fixed Income,25,100,3
Horizon Technologies,2020,Trade Settlements,36,89.51300840638685,2
Horizon Technologies,2020,Advisory Services,100,100,5
Horizon Technologies,2020,Advisory Services,60,100,4
Horizon Technologies,2020,Custody,26,50,5
Horizon Technologies,2020,Hedge Fund Services,100,64.77539724773193,2
Horizon Technologies,2020,Multi Asset Class Sol,24,100,2
Horizon Technologies,2020,Hedge Fund Services,74,50,2
Horizon Technologies,2021,Currency Management,4,50,2
Horizon Technologies,2021,Multi Asset Class Sol,65,67.45770265509177,1
Horizon Technologies,2021,Equity and Fixed Income,62,55.2396252700708,5
Horizon Technologies,2021,NAV Calculation,50,97.03950565775366,1
Horizon Technologies,2022,Custody,20,79.77746006436577,4
Horizon Technologies,2022,Security Finances,24,100,2
Horizon Technologies,2022,Trade Settlements,18,100,4
Horizon Technologies,2022,Security Finances,93,73.20270883947904,1
Horizon Technologies,2022,Security Finances,85,89.36037264739034,3
Horizon Technologies,2022,Trade Settlements,64,89.2558769201063,5
Horizon Technologies,2022,Hedge Fund Services,28,100,3
Horizon Technologies,2022,Custody,46,97.95152379562823,2
Horizon Technologies,2022,NAV Calculation,86,74.28376508178961,4
Sunburst Solutions,2010,Security Finances,22,100,2
Sunburst Solutions,2010,Hedge Fund Services,43,100,4
Sunburst Solutions,2010,Advisory Services,97,100,1
Sunburst Solutions,2010,Custody,89,100,1
Sunburst Solutions,2010,Advisory Services,97,100,1
Sunburst Solutions,2010,Multi Asset Class Sol,31,100,2
Sunburst Solutions,2010,Digital Assets,88,50,1
Sunburst Solutions,2010,Currency Management,48,70.74467532545292,4
Sunburst Solutions,2010,Hedge Fund Services,98,96.84786061210086,4
Sunburst Solutions,2011,Advisory Services,36,78.3935629284532,5
Sunburst Solutions,2011,NAV Calculation,12,89.38218822377362,2
Sunburst Solutions,2011,Security Finances,1,100,1
Sunburst Solutions,2011,Currency Management,15,100,5
Sunburst Solutions,2011,Multi Asset Class Sol,3,70.75412938707285,3
Sunburst Solutions,2011,Advisory Services,10,50,4
Sunburst Solutions,2011,Security Finances,87,98.99854440552697,2
Sunburst Solutions,2011,Security Finances,64,100,1
Sunburst Solutions,2011,Custody,27,100,4
Sunburst Solutions,2011,Equity and Fixed Income,78,50,5
Sunburst Solutions,2012,Hedge Fund Services,67,96.5884601270871,3
Sunburst Solutions,2012,Hedge Fund Services,45,50,3
Sunburst Solutions,2013,NAV Calculation,41,91.525583038702,5
Sunburst Solutions,2013,Advisory Services,67,50,5
Sunburst Solutions,2013,Custody,97,97.97485598663269,3
Sunburst Solutions,2013,Equity and Fixed Income,32,63.625383218389445,5
Sunburst Solutions,2014,Security Finances,64,100,3
Sunburst Solutions,2014,Equity and Fixed Income,90,100,3
Sunburst Solutions,2014,Custody,98,72.85350714509362,4
Sunburst Solutions,2014,Multi Asset Class Sol,45,100,4
Sunburst Solutions,2014,Equity and Fixed Income,99,50,3
Sunburst Solutions,2014,Custody,3,100,4
Sunburst Solutions,2014,Equity and Fixed Income,22,96.3779391865737,5
Sunburst Solutions,2014,NAV Calculation,43,84.33591401894216,5
Sunburst Solutions,2014,Custody,90,100,5
Sunburst Solutions,2014,Equity and Fixed Income,68,50,4
Sunburst Solutions,2015,Trade Settlements,66,89.08698220126705,2
Sunburst Solutions,2015,Digital Assets,82,50,1
Sunburst Solutions,2016,Advisory Services,99,50,4
Sunburst Solutions,2016,Hedge Fund Services,40,83.29837039393323,4
Sunburst Solutions,2016,Hedge Fund Services,74,92.91030653079777,1
Sunburst Solutions,2016,Hedge Fund Services,91,50,1
Sunburst Solutions,2016,NAV Calculation,86,56.75213580785956,3
Sunburst Solutions,2016,Advisory Services,72,50,4
Sunburst Solutions,2017,Security Finances,24,50,5
Sunburst Solutions,2017,Custody,98,50,2
Sunburst Solutions,2018,Advisory Services,52,64.49979697718459,3
Sunburst Solutions,2018,Digital Assets,39,50,5
Sunburst Solutions,2018,Advisory Services,60,65.7387749647429,2
Sunburst Solutions,2018,Equity and Fixed Income,85,50,2
Sunburst Solutions,2018,Security Finances,49,50,2
Sunburst Solutions,2018,Currency Management,34,50,1
Sunburst Solutions,2018,Currency Management,74,50,3
Sunburst Solutions,2018,Multi Asset Class Sol,67,50,1
Sunburst Solutions,2018,Advisory Services,10,50,4
Sunburst Solutions,2018,Custody,83,93.16072483144056,1
Sunburst Solutions,2019,Custody,58,100,3
Sunburst Solutions,2019,Multi Asset Class Sol,64,100,3
Sunburst Solutions,2019,Digital Assets,5,58.39609620380477,2
Sunburst Solutions,2019,Hedge Fund Services,69,88.48696894424883,1
Sunburst Solutions,2019,Security Finances,5,100,2
Sunburst Solutions,2019,Equity and Fixed Income,79,93.57838818465946,4
Sunburst Solutions,2019,Custody,12,80.6358372466044,2
Sunburst Solutions,2019,Digital Assets,99,100,3
Sunburst Solutions,2019,Digital Assets,88,50,5
Sunburst Solutions,2019,Hedge Fund Services,17,65.69824158618917,5
Sunburst Solutions,2020,Hedge Fund Services,44,100,3
Sunburst Solutions,2020,Advisory Services,64,67.69315578452947,1
Sunburst Solutions,2020,Security Finances,71,99.95527714081884,5
Sunburst Solutions,2020,Digital Assets,95,50,1
Sunburst Solutions,2020,Custody,6,50,3
Sunburst Solutions,2020,Trade Settlements,94,70.95979792927977,1
Sunburst Solutions,2020,Trade Settlements,30,100,2
Sunburst Solutions,2020,Trade Settlements,15,100,2
Sunburst Solutions,2020,Hedge Fund Services,57,50,2
Sunburst Solutions,2021,Multi Asset Class Sol,82,56.89396641379561,3
Sunburst Solutions,2021,Hedge Fund Services,69,87.73246206412195,1
Sunburst Solutions,2021,Multi Asset Class Sol,71,50,4
Sunburst Solutions,2021,NAV Calculation,24,87.72675001719925,5
Sunburst Solutions,2022,Hedge Fund Services,85,100,3
Sunburst Solutions,2022,NAV Calculation,42,50,5
Sunburst Solutions,2022,Digital Assets,44,56.496924828736255,4
Omega Dynamics,2010,Digital Assets,33,70.87002167094772,4
Omega Dynamics,2010,Security Finances,12,99.61792735216619,3
Omega Dynamics,2010,Currency Management,62,100,2
Omega Dynamics,2010,Advisory Services,12,72.2075582045631,5
Omega Dynamics,2010,Security Finances,24,80.31644945326903,5
Omega Dynamics,2010,Equity and Fixed Income,29,50,5
Omega Dynamics,2010,Multi Asset Class Sol,48,50,3
Omega Dynamics,2010,Multi Asset Class Sol,59,70.65715422735306,5
Omega Dynamics,2010,Advisory Services,67,50,5
Omega Dynamics,2011,Advisory Services,53,71.80790264399566,1
Omega Dynamics,2011,NAV Calculation,26,59.17664535110663,5
Omega Dynamics,2011,Digital Assets,79,56.08365065489703,5
Omega Dynamics,2011,NAV Calculation,43,50,5
Omega Dynamics,2011,Advisory Services,1,90.65909954690986,2
Omega Dynamics,2011,Trade Settlements,38,50,2
Omega Dynamics,2011,NAV Calculation,69,66.50623150341315,2
Omega Dynamics,2012,Security Finances,61,50,2
Omega Dynamics,2012,Multi Asset Class Sol,62,85.4308916953875,1
Omega Dynamics,2012,Custody,39,50,3
Omega Dynamics,2013,Equity and Fixed Income,64,97.96432281923973,1
Omega Dynamics,2014,Advisory Services,11,54.327718907603014,3
Omega Dynamics,2014,Equity and Fixed Income,94,79.859817834008,4
Omega Dynamics,2014,NAV Calculation,85,100,3
Omega Dynamics,2015,Security Finances,8,100,4
Omega Dynamics,2015,Trade Settlements,61,100,4
Omega Dynamics,2015,Trade Settlements,18,100,4
Omega Dynamics,2015,Digital Assets,70,100,1
Omega Dynamics,2015,Equity and Fixed Income,38,100,3
Omega Dynamics,2015,Equity and Fixed Income,89,100,3
Omega Dynamics,2016,NAV Calculation,94,98.90914999276546,3
Omega Dynamics,2016,Digital Assets,25,60.95389206740637,3
Omega Dynamics,2016,Digital Assets,9,100,2
Omega Dynamics,2016,Digital Assets,48,84.18094522298776,1
Omega Dynamics,2016,Custody,22,100,4
Omega Dynamics,2016,Multi Asset Class Sol,91,100,1
Omega Dynamics,2016,Multi Asset Class Sol,27,50,5
Omega Dynamics,2016,NAV Calculation,33,100,1
Omega Dynamics,2016,Equity and Fixed Income,76,100,1
Omega Dynamics,2017,Security Finances,49,100,1
Omega Dynamics,2017,Security Finances,11,100,5
Omega Dynamics,2017,NAV Calculation,26,87.37900563325402,4
Omega Dynamics,2017,Currency Management,3,100,5
Omega Dynamics,2017,Security Finances,6,100,1
Omega Dynamics,2017,Equity and Fixed Income,83,100,2
Omega Dynamics,2017,Multi Asset Class Sol,53,91.39617249612843,2
Omega Dynamics,2017,NAV Calculation,85,100,3
Omega Dynamics,2017,Digital Assets,84,100,4
Omega Dynamics,2018,Multi Asset Class Sol,35,100,3
Omega Dynamics,2018,Advisory Services,39,100,2
Omega Dynamics,2018,Equity and Fixed Income,72,100,4
Omega Dynamics,2018,Equity and Fixed Income,37,100,1
Omega Dynamics,2018,Digital Assets,95,86.69761697845814,2
Omega Dynamics,2019,Security Finances,20,100,3
Omega Dynamics,2019,Digital Assets,42,100,3
Omega Dynamics,2019,NAV Calculation,90,50,1
Omega Dynamics,2020,Custody,31,100,1
Omega Dynamics,2020,Currency Management,26,50,4
Omega Dynamics,2020,Equity and Fixed Income,67,78.19051631521319,4
Omega Dynamics,2020,Advisory Services,35,50,3
Omega Dynamics,2020,Digital Assets,89,50,4
Omega Dynamics,2020,Equity and Fixed Income,92,89.82553595815418,4
Omega Dynamics,2020,NAV Calculation,74,58.65138863397222,5
Omega Dynamics,2020,Digital Assets,78,78.16619113349492,5
Omega Dynamics,2021,Hedge Fund Services,53,63.487995369132776,1
Omega Dynamics,2021,Multi Asset Class Sol,11,64.16803456198349,3
Omega Dynamics,2021,Hedge Fund Services,28,100,5
Omega Dynamics,2021,Advisory Services,5,71.63248466678061,2
Omega Dynamics,2021,Trade Settlements,58,50,3
Omega Dynamics,2021,Custody,3,100,5
Omega Dynamics,2021,Equity and Fixed Income,64,100,5
Omega Dynamics,2022,Multi Asset Class Sol,6,68.11997451560202,4
Omega Dynamics,2022,Digital Assets,99,100,5
Omega Dynamics,2022,NAV Calculation,72,100,4
Omega Dynamics,2022,Multi Asset Class Sol,71,100,3
Omega Dynamics,2022,Security Finances,2,70.18652945506021,4
DynaCore Industries,2010,Advisory Services,65,50,1
DynaCore Industries,2010,Advisory Services,50,100,2
DynaCore Industries,2010,Digital Assets,10,70.71977705357753,3
DynaCore Industries,2010,NAV Calculation,21,75.93923794376141,1
DynaCore Industries,2010,Hedge Fund Services,34,74.72894669262638,4
DynaCore Industries,2010,Multi Asset Class Sol,30,50,1
DynaCore Industries,2011,Trade Settlements,89,50.99379953962214,2
DynaCore Industries,2011,Trade Settlements,31,81.02081986160609,1
DynaCore Industries,2011,Hedge Fund Services,68,50,1
DynaCore Industries,2011,Trade Settlements,47,74.4580506845909,2
DynaCore Industries,2011,Digital Assets,48,50,4
DynaCore Industries,2011,Advisory Services,86,50,5
DynaCore Industries,2011,Trade Settlements,94,88.55611213681301,1
DynaCore Industries,2011,Advisory Services,40,100,1
DynaCore Industries,2012,Security Finances,29,100,3
DynaCore Industries,2013,Custody,39,92.22158139471838,4
DynaCore Industries,2013,Equity and Fixed Income,61,100,1
DynaCore Industries,2013,Equity and Fixed Income,93,100,1
DynaCore Industries,2014,Advisory Services,50,100,2
DynaCore Industries,2014,Currency Management,92,100,5
DynaCore Industries,2014,Currency Management,12,82.57268758147174,3
DynaCore Industries,2014,Multi Asset Class Sol,20,100,2
DynaCore Industries,2014,NAV Calculation,39,100,2
DynaCore Industries,2014,Digital Assets,10,100,5
DynaCore Industries,2014,Custody,37,65.85756792250342,4
DynaCore Industries,2014,Custody,36,52.2117526781101,4
DynaCore Industries,2014,Security Finances,77,100,3
DynaCore Industries,2014,Digital Assets,98,100,1
DynaCore Industries,2015,Custody,88,100,3
DynaCore Industries,2015,Currency Management,64,76.39243006820189,3
DynaCore Industries,2015,Trade Settlements,27,100,3
DynaCore Industries,2015,Advisory Services,99,70.88864670821299,1
DynaCore Industries,2015,Trade Settlements,21,64.96102085391858,2
DynaCore Industries,2015,Equity and Fixed Income,76,95.76911713171278,4
DynaCore Industries,2015,Multi Asset Class Sol,25,100,5
DynaCore Industries,2015,NAV Calculation,80,100,3
DynaCore Industries,2015,Currency Management,8,50,4
DynaCore Industries,2015,Digital Assets,14,100,2
DynaCore Industries,2016,Trade Settlements,64,100,5
DynaCore Industries,2016,Trade Settlements,50,55.45279814070494,5
DynaCore Industries,2016,NAV Calculation,73,85.66224811399326,5
DynaCore Industries,2016,NAV Calculation,8,50,5
DynaCore Industries,2016,Advisory Services,85,78.78415348640887,5
DynaCore Industries,2016,Trade Settlements,82,100,2
DynaCore Industries,2016,Security Finances,91,100,1
DynaCore Industries,2016,Digital Assets,73,51.04994682452107,5
DynaCore Industries,2017,NAV Calculation,29,50,2
DynaCore Industries,2017,Hedge Fund Services,71,96.75857070977835,1
DynaCore Industries,2018,Currency Management,81,50,4
DynaCore Industries,2018,Digital Assets,42,100,2
DynaCore Industries,2018,NAV Calculation,40,76.1870272878673,5
DynaCore Industries,2018,Advisory Services,99,91.05151623037311,5
DynaCore Industries,2018,NAV Calculation,45,87.6246306510831,5
DynaCore Industries,2018,Trade Settlements,67,72.36773059532278,2
DynaCore Industries,2019,NAV Calculation,70,50,2
DynaCore Industries,2019,Currency Management,71,87.64390475770043,2
DynaCore Industries,2019,Currency Management,10,99.27421427119086,1
DynaCore Industries,2019,Digital Assets,88,54.330089701828626,3
DynaCore Industries,2019,NAV Calculation,77,50,5
DynaCore Industries,2019,Security Finances,77,50,4
DynaCore Industries,2019,Digital Assets,50,50,5
DynaCore Industries,2019,Security Finances,82,50,1
DynaCore Industries,2020,Advisory Services,72,50,3
DynaCore Industries,2020,Security Finances,11,91.05146229928485,3
DynaCore Industries,2020,Equity and Fixed Income,33,50,3
DynaCore Industries,2020,Custody,52,97.44398281947556,1
DynaCore Industries,2020,Custody,18,50,1
DynaCore Industries,2020,Digital Assets,28,50,3
DynaCore Industries,2020,Currency Management,45,65.59755153732131,2
DynaCore Industries,2020,Advisory Services,13,90.16935730130055,2
DynaCore Industries,2020,Digital Assets,74,78.3214271999844,4
DynaCore Industries,2021,Custody,1,100,2
DynaCore Industries,2021,Trade Settlements,98,50,5
DynaCore Industries,2021,NAV Calculation,49,90.45073846226506,4
DynaCore Industries,2021,Currency Management,8,50,5
DynaCore Industries,2022,Advisory Services,1,50,2
Synergy Ventures,2010,Multi Asset Class Sol,34,57.797390081452996,1
Synergy Ventures,2010,Advisory Services,90,61.39112870255817,2
